,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
356861,356862,B0002I0GXG,AU982V13Z9AT3,Sang G. Lee,0,0,5,1304899200,Great Food!,"Previously, I fed my collie puppy with Purina Pro Plan, but after suggestions from friends who also own dogs, I decided to try out Wellness. The most distinct difference is that this food doesn't smell, the texture and the size is more suitable for a puppy to thoroughly chew before swallowing, and my dog likes it better than Purina. Also, the puppy's feces no longer smell and it makes much less of a chore to clean up her mess. It's been 2 months since the change, and my puppy is doing very well."
252550,252551,B004136N58,A1MC1T1F2CL9GM,Teresa A. Woltman,0,0,5,1317686400,Great product and Service,"Cannot find this product in any store in my area -- product came as ordered and is great!!  No problems.  As a matter of fact, I thought I had a problem and my Email was responded to immediately.  I will be ordering more from Amazon when I finish this box."
357878,357879,B001GCTTRQ,A22363SZW4OLJ6,"Douglas Beckling ""Doug44""",1,1,5,1314230400,A very fine Tea,This tea was very good. I was Very happy I got it. A tea that is so good for you and will help many things in your body. My breathing felt better after the first cup. I will be buying more again soon. Doug in Calif...
332233,332234,B00061ETWS,A34FQG3BT5C4PL,Leah Marie Nolley,2,3,5,1280534400,way overpriced,Why buy these doughnuts online for $911.00 and whatever cents. Are they made of gold?! You can go to the store and buy it much cheaper.
94847,94848,B0029NM8KQ,A3V9TR2U1KISVK,Sarah1989,1,4,1,1274227200,Very poor quality; little real meat;,"There is very little meat in this food and there are toxic chemicals.<br /><br />Various Meat By Products--lower quality than whole meat or meals and harder to digest than actual meat.  Lamb is listed after various by-products, indicating that most of the protein a pet will be exposed to in eating this food is not lamb and thus not easy on the stomach as lamb is stated to be.<br /><br />Caramel coloring is only necessary when there is not enough meat.  Caramel color may be carcinogenic.<br /><br />""Liquid Top Sirloin flavor""  ""Grilled chicken flavor""--  Flavoring is only necessary when the product has insufficient meat.  Top Sirloin flavoring is made from manure of cattle.<br /><br />Carageenan causes cancer, including breast cancer.  Read an interview with Joanne Tobacman, MD, professor of internal medicine, University of Iowa at [...]<br /><br />There are no vegetables in this food.<br /><br />Cesar has repeatedly stated that his entire goal in coming to the United States was to go to Hollywood and be famous.  I think that that focus on fame (and money) is apparent in his approach to dog food:  Give crummy food nice packaging and an appealing name.<br /><br />That one's dog will eat it is no advertisement.  First, the only thing one really has to do to sell dog food is make it so the dogs will eat it.  That the dog will eat it is no measure of the quality or benefit of the food.  Dogs eat anything--including manure, which is part of this food as the meat flavoring."
450815,450816,B0000V8IOE,A36RS7KTNOBROF,Bob Waskiewicz,1,1,5,1226188800,The GREATEST coffee in the World,"When I went to Hawaii,I had to try Kona Coffee.This one guy I use to work with,who is addicted to coffee said that Kona was his favorite,and after drinking a cup,I knew why.You have got to try this blend at least once in your life."
206174,206175,B00189Z02U,AL0G6JYM1C14K,Clt31,0,0,5,1337990400,This stuff is great!,"If you like Boba/bubble tea, you will love this. It says ready in 5 minutes, but it depends how you like them. I found if you don't use all you make, refrigerate them (they get a little hard), microwave them for 15-30 seconds and they will be like you just made them."
422370,422371,B0017SWMF0,A3C1F5VEOQC953,"Edna L. ORourke ""woody""",1,4,5,1264982400,Excellent,I love the Spud delites.<br />I am looking for a deal on FREE SHIPPING. When I bought them the first time they gave me a deal on S&S with a certain dollar amount of purchase.<br />Edna<br />saltaire59@verizon.net
285058,285059,B001E5E3JY,A3UTW8FZ7USVJ9,"Kathryn J. Friedlund ""joyfuljoyful""",0,0,5,1334707200,love it,"Love this stuff...I use it in so many things.  From iced tea, coffee, lemonade, to all kinds of baked goods.  I have even put some on apple spices with a sprinkle of cinnamon, and it is a quick and healthy dessert / snack.  Very happy with the product and have been using this for several months."
256123,256124,B0045TI2HU,A1JPYQYAYAOEVF,"F. Orsini ""Francine""",1,2,5,1297814400,Surprisingly Wonderful,"I have always made Ghiradelli Triple Chocolate Brownie mix that I buy in a large box in Costco.  The entire house smells wonderful and the gooey brownie can't be beat.  So I try this last weekend and the house didn't smell of chocolate at all.  I didn't try it for a couple of days because I was expecting a major let down.  Much to my surprise, I could not tell it was sugar free.  It was chewy and chocolatey.  I will continue to by Ghiradelli for the rest of the family who are not diabetics.  But now I'm a loyal follower of Pillsbury's S.F. Milk Chocolate Brownies.  I'm anxious to try the chocolate fudge but my store didn't stock it."
478855,478856,B000IHXJ6W,A32BALGEAPQCC6,anja,1,1,2,1312502400,"Alright, but you can buy better.","The texture of these wine gums is okay, chewy like good wine gums ought to be. Unfortunately, the flavor of these wine gums really fall short. While the box claims ""natural and artificial flavors,"" all I could taste was the artificial flavorings, and weak ones at that! At one point all the flavors seem to taste the same - just sweet but bland.<br /><br />While these are cheap, you do get just what you pay for. I'd say go for the Gustaf's wine gums instead, or just go ahead and splurge on Maynard's or Bassett's."
240787,240788,B000NBQUNW,A3INE3VMZJMZ5F,Simala,0,0,5,1339977600,Benecol chews. Guaranteed to lower your cholesterol...I hope...,"I recently purchased Benecol chews to help lower my cholesterol. Haven't taken them long enough for positive results yet, but they are sweet and delicious. The price is reasonable. Will be better able to comment once I have used them for a longer period of time. If they work, I will use them every day and will recommend them to others."
313027,313028,B002WDCBZU,A1BM3RZHIJBO5Z,PJ Photo,1,3,1,1310342400,Exploding T-Discs,"I've been buying the Gevalia Signature Blend T-Discs for a few years and have been getting them from Amazon for most of that time. I also buy other T-Discs and have used them all without incident for all that time. Until last week. We just opened our latest shipment of Gevalia Signature Blend (3-pack) from Amazon and have found the T-Discs to be defective. The foil around the center ""port"" is not secure all the way around and during brewing, the seal fails and the T-Discs ""explode"" for lack of a better word. Essentially, the pressure in the T-Disc builds up, the foil seal around the port fails (and rips further) and the pressurized coffee grounds are expelled out of the T-Disc. If the Tassimo is opened at this time, the grounds go EVERYWHERE.<br /><br />After trying a number of these discs and observing the result, trying other discs (Maxwell House) which don't have this issue, and finally dissecting some of the Gevalia Discs that hadn't been through the brewing process, I found the issue being the foil not being sealed sufficiently around the center port. The Lot Number on these discs is J5411054 and have a Best When Used By date of ""2012 FEB/FE 18"".<br /><br />I've called Tassimo (800 number is on the T-Disc packages) and they are sending replacements. They said this is a rare occurrence.<br /><br />If you have had this same issue, please post here with the Lot Number.<br /><br />I will still continue to order these T-Discs from Amazon, but am taking a break until I have tried the replacement discs from Tassimo. In the meantime, I'll just be using the Maxwell House T-Discs that I also purchase from Amazon.<br /><br />I'm giving this 2 stars for now. Prior to this situation, I would have rated these T-Discs as 4 stars. They would get 5 stars, but I think they're a little overpriced, but my wife prefers these to the Maxwell House."
27892,27893,B000FPH1NY,A1KXYXRO64ZQHA,John Travis Jones,0,0,4,1302912000,Too big for my dog,"I have a labrador retriever. He weighs 82 lbs. He loved the bone, but I made the mistake and allowed him to eat the bone in one sitting. It was too much of a shock to his digestive system.  The next morning he developed diarrhea. I' m not sure if the bone is the reason the diarrhea lasted so long, but to be causious I will not buy the bones again.  To be fare about the product, I bought three of the bones and the last one was the one associated with my dog's problem, but of course that last bone is the only one he eat in one sitting.  I believe the product would be best for larger dog's than mine, or for smaller dog if the owner regulator the amount of the bone that is eaten at each sitting ."
93557,93558,B004IJMVQK,A3FFBY7ISC4LHR,Matthew Spewak,10,11,5,1223251200,You're never too old for animal crackers,"Barbara's Snackimals make me feel like a kid, but now that I'm a bit older, it's nice to know that these are a bit healthier.  The oatmeal variety taste great and have a unique texture.  I prefer the snack-sized bags, otherwise I'd eat the whole thing!"
296993,296994,B00395DVQS,A32CJV30233F8V,"G. Carlin ""NJMom""",0,0,5,1274745600,Dessert in the morning,Loved it.  The smell when brewing was wonderful and the taste didn't disappoint.  Will be a constant coffee flavor in my home!
487427,487428,B000N5XCWA,A2IN3CD0TZQYPM,Skypix,0,0,5,1299369600,Kitty's fave,"Dry food, a vet told me, kills cats in time. He recommended this food and no dry. Kitty agrees... She was looking terrible, yakking up hairballs all over the house, every two or three days. After a 6 weeks of this food, she looks great, is like her old self... And not a single hairball!  This is her favorite flavor."
